firstName,lastName,email,phoneNumber,cin,customer_id,ssn,month,age,annual_income,monthly_inhand_salary,total_emi_per_month,num_bank_accounts,num_credit_card,interest_rate,num_of_loan,delay_from_due_date,num_of_delayed_payment,changed_credit_limit,num_credit_inquiries,credit_mix,outstanding_debt,credit_utilization_ratio,credit_history_age,payment_of_min_amount,amount_invested_monthly,payment_behaviour,monthly_balance,auto_loan,credit_builder_loan,debt_consolidation_loan,home_equity_loan,mortgage_loan,no_loan,not_specified,payday_loan,personal_loan,student_loan,occupation_Accountant,occupation_Architect,occupation_Developer,occupation_Doctor,occupation_Engineer,occupation_Entrepreneur,occupation_Journalist,occupation_Lawyer,occupation_Manager,occupation_Mechanic,occupation_Media_Manager,occupation_Musician,occupation_Scientist,occupation_Teacher,occupation_Writer,credit_score
Pamuko,Humeyra,humeyrapamuko@gmail.com,667040670,ua081,295108,995-31-4189,3.0,28.0,7964931.0,63584424.0,126264145.0,7.0,3.0,9.0,3.0,12.0,14.0,-446.0,3.0,0.0,82135.0,31246014.0,329.0,0.0,6458876.0,5.0,14369252.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Standard
Aradhanag,Arakali,arakaliaradhanag@gmail.com,623242663,ua200,496722,995-31-9833,3.0,48.0,4298927.0,37304392.0,7355925.0,2.0,7.0,4.0,4.0,26.0,10.0,573.0,4.0,0.0,135364.0,2740273.0,264.0,0.0,782497.0,5.0,471235.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Standard
Saphira,Ann,annsaphira@gmail.com,695178169,ua373,710833,995-31-6743,4.0,25.0,3523954.0,28076284.0,19971277.0,9.0,6.0,16.0,9.0,31.0,23.0,1675.0,9.0,0.0,321075.0,342496.0,120.0,0.0,32820523.0,1.0,4284484.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Good
Youngc,Sarah,sarahyoungc@gmail.com,646147327,ua598,979941,995-31-3886,7.0,27.0,4493445.0,38985376.0,16780225.0,9.0,10.0,19.0,8.0,37.0,19.0,2258.0,8.0,0.0,306173.0,33086388.0,22.0,0.0,44473923.0,6.0,41757758.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Standard
Sheppardk,David,davidsheppardk@gmail.com,610450080,ua149,139993,995-31-4169,6.0,45.0,1783073.0,17578942.0,10068336.0,8.0,5.0,25.0,7.0,53.0,19.0,2321.0,12.0,0.0,473061.0,32377785.0,120.0,0.0,6504772.0,1.0,30005835.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Standard
Burkeo,Hilary,hilaryburkeo@gmail.com,661006913,ua294,825903,995-31-9008,2.0,35.0,2790981.0,25748174.0,21477335.0,5.0,5.0,12.0,1.0,14.0,19.0,429.0,3.0,0.0,112836.0,26041233.0,261.0,0.0,15526848.0,1.0,37073593.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Standard
Hirschlerw,en,enhirschlerw@gmail.com,641815458,ua921,489225,995-31-8423,3.0,36.0,7632468.0,615539.0,28040292.0,6.0,5.0,34.0,6.0,33.0,23.0,224.0,10.0,0.0,230833.0,37521538.0,121.0,0.0,16895241.0,5.0,4161837.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Standard
Slatery,Steve,steveslatery@gmail.com,696818274,ua937,911289,995-31-1487,1.0,44.0,2843576.0,22666467.0,11672019.0,3.0,10.0,15.0,7.0,13.0,17.0,115.0,9.0,0.0,196225.0,3763937.0,91.0,0.0,6442079.0,3.0,31552368.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Standard
Vlastelicaz,Ryan,ryanvlastelicaz@gmail.com,644396607,ua710,812481,995-31-8425,7.0,31.0,1748655.0,13892125.0,24144543.0,9.0,5.0,34.0,2.0,48.0,24.0,282.0,12.0,0.0,23764.0,2380961.0,79.0,0.0,8370975.0,1.0,32106696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Good
Williamsb,Nia,niawilliamsb@gmail.com,670185003,ua942,240118,995-31-4782,1.0,23.0,3664186.0,30084883.0,3741636.0,6.0,6.0,15.0,2.0,30.0,19.0,1023.0,4.0,0.0,146795.0,36977474.0,352.0,0.0,3210903.0,1.0,23234218.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Standard
Kanekoa,Kaori,kaorikanekoa@gmail.com,661837329,ua894,431632,995-31-2660,7.0,47.0,1970574.0,1377145.0,22966879.0,5.0,4.0,10.0,2.0,13.0,13.0,1198.0,0.0,0.0,3975.0,35397232.0,189.0,0.0,4415321.0,2.0,35059442.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Standard
Viswanathac,Aruna,arunaviswanathac@gmail.com,654745795,ua631,186560,995-31-3896,5.0,53.0,6340782.0,5052985.0,18163939.0,1.0,3.0,4.0,4.0,4.0,4.0,632.0,4.0,0.0,76825.0,38163574.0,233.0,0.0,92184074.0,6.0,47147504.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Standard
Harveyh,Jan,janharveyh@gmail.com,622102121,ua446,702460,995-31-3450,3.0,23.0,3272038.0,29776982.0,75898674.0,10.0,9.0,24.0,4.0,30.0,21.0,1277.0,6.0,0.0,227635.0,29932316.0,79.0,0.0,12743222.0,4.0,35443893.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Standard
Popperm,Helen,helenpopperm@gmail.com,644714244,ua704,829880,995-31-2082,3.0,37.0,12038955.0,10196463.0,0.0,1.0,7.0,8.0,0.0,4.0,2.0,337.0,1.0,0.0,84665.0,3842611.0,330.0,0.0,8707377.0,2.0,42890854.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Standard
Barkina,Noah,noahbarkina@gmail.com,673209749,ua920,903667,995-31-6563,3.0,14.0,1030289.0,11465742.0,6555971.0,8.0,5.0,16.0,8.0,52.0,20.0,236.0,12.0,0.0,307293.0,26270523.0,138.0,0.0,13250215.0,1.0,20659555.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Standard
Yaoy,Kevin,kevinyaoy@gmail.com,686538236,ua146,265924,995-31-1105,4.0,14.0,10442808.0,886634.0,17912756.0,3.0,4.0,8.0,4.0,19.0,20.0,1472.0,13.0,0.0,26556.0,25498125.0,240.0,0.0,67626086.0,3.0,3012456.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Standard
Wohlt,Jessica,jessicawohlt@gmail.com,659028378,ua702,529305,995-31-8221,5.0,38.0,1036192.0,66649335.0,44012127.0,6.0,5.0,32.0,7.0,53.0,18.0,2692.0,6.0,0.0,32931.0,2595625.0,29.0,0.0,12797379.0,5.0,25983984.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Good
Chuau,Ian,ianchuau@gmail.com,640725250,ua829,409391,995-31-3213,1.0,20.0,977177.0,65231415.0,2703121.0,6.0,6.0,8.0,4.0,24.0,8.0,1176.0,7.0,0.0,31613.0,25688707.0,343.0,0.0,43478653.0,1.0,27472156.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Standard
Viswanathav,Aruna,arunaviswanathav@gmail.com,622484779,ua667,597506,995-31-9677,7.0,49.0,1998636.0,186453.0,13379282.0,7.0,7.0,7.0,1.0,18.0,11.0,177.0,1.0,0.0,66947.0,3067803.0,269.0,0.0,82693924.0,1.0,3803798.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Standard
Flynni,Daniel,danielflynni@gmail.com,637663427,ua588,621108,995-31-6371,3.0,26.0,2664948.0,204079.0,7310945.0,4.0,6.0,4.0,4.0,27.0,20.0,949.0,4.0,0.0,49659.0,26658886.0,285.0,0.0,14220663.0,4.0,24876291.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Standard
Valetkevitchs,Caroline,carolinevaletkevitchs@gmail.com,612107464,ua500,442017,995-31-4353,3.0,48.0,9039896.0,7022254.0,61299274.0,7.0,6.0,11.0,0.0,29.0,10.0,873.0,1.0,0.0,61579.0,27871712.0,271.0,0.0,63341394.0,1.0,42011075.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Standard
Langic,ing,inglangic@gmail.com,613462104,ua572,387529,995-31-6361,6.0,32.0,7833966.0,6562305.0,8723421.0,3.0,4.0,18.0,2.0,18.0,14.0,666.0,6.0,0.0,28536.0,30245132.0,231.0,0.0,100000.0,5.0,72411554.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Standard
Xiaoyiy,Qing,qingxiaoyiy@gmail.com,655524444,ua601,909344,995-31-2534,3.0,48.0,6469624.0,53193535.0,12281482.0,5.0,3.0,9.0,4.0,33.0,8.0,1125.0,4.0,0.0,103825.0,3306309.0,372.0,0.0,18624133.0,5.0,47287918.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Standard
Kubotat,Yoko,yokokubotat@gmail.com,606154354,ua365,333032,995-31-3555,3.0,15.0,3923408.0,32015066.0,9856485.0,8.0,9.0,31.0,4.0,55.0,19.0,494.0,14.0,0.0,217602.0,25169205.0,124.0,0.0,11032677.0,4.0,37125906.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Standard
Jonesj,Huw,huwjonesj@gmail.com,648629769,ua286,695816,995-31-6626,4.0,48.0,8584034.0,7164362.0,17205501.0,1.0,5.0,1.0,3.0,0.0,3.0,232.0,1.0,0.0,27042.0,25047886.0,283.0,0.0,42801602.0,3.0,40636514.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Standard
Cianciof,Antonella,antonellacianciof@gmail.com,681247603,ua860,827457,995-31-8153,7.0,44.0,15835495.0,11076246.0,30707565.0,4.0,4.0,5.0,3.0,20.0,20.0,792.0,0.0,0.0,1642.0,31070396.0,334.0,0.0,100000.0,2.0,28876367.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Standard
Carewe,Sinead,sineadcarewe@gmail.com,625052563,ua502,777873,995-31-6777,8.0,32.0,2767616.0,24493467.0,331016.0,3.0,7.0,2.0,2.0,29.0,11.0,895.0,2.0,0.0,121647.0,30078907.0,329.0,0.0,6354111.0,6.0,38829196.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Standard
Lambertm,Lisa,lisalambertm@gmail.com,668538394,ua457,689323,995-31-5664,7.0,35.0,12127235.0,8946029.0,56298246.0,4.0,4.0,11.0,1.0,29.0,16.0,696.0,5.0,0.0,58187.0,24195156.0,371.0,0.0,9793618.0,1.0,2758943.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Standard
Groverk,Ronald,ronaldgroverk@gmail.com,659246565,ua726,414906,995-31-7116,6.0,46.0,1926727.0,13746058.0,7895483.0,10.0,8.0,25.0,6.0,33.0,18.0,177.0,9.0,0.0,377755.0,34189537.0,128.0,0.0,14840035.0,2.0,24181567.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Standard
Sobolewskis,Matthias,matthiassobolewskis@gmail.com,665903568,ua591,107590,995-31-7086,1.0,34.0,2176599.0,19428325.0,1654723.0,3.0,3.0,8.0,1.0,7.0,8.0,143.0,4.0,0.0,86629.0,36050312.0,381.0,0.0,13556827.0,1.0,33216776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Standard
Viswanathat,Aruna,arunaviswanathat@gmail.com,647189806,ua395,699643,995-31-9626,8.0,33.0,1906801.0,14130009.0,5715392.0,7.0,6.0,31.0,7.0,13.0,8.0,190.0,5.0,0.0,15755.0,29129992.0,240.0,0.0,924943.0,1.0,28165186.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Standard
Stempelr,Jonathan,jonathanstempelr@gmail.com,639242168,ua586,250817,995-31-3572,7.0,15.0,1928847.0,14083726.0,493887.0,10.0,6.0,21.0,6.0,55.0,20.0,852.0,11.0,0.0,187307.0,30198408.0,70.0,0.0,7611376.0,3.0,28533478.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Standard
Slaterw,Steve,steveslaterw@gmail.com,612678478,ua807,508411,995-31-7222,2.0,20.0,5992389.0,47836577.0,94816826.0,10.0,10.0,15.0,2.0,52.0,13.0,1547.0,10.0,0.0,249736.0,3692174.0,218.0,0.0,5626048.0,5.0,57728845.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Good
Kulkarnin,Kaustubh,kaustubhkulkarnin@gmail.com,615838014,ua270,304991,995-31-8159,1.0,15.0,6492304.0,55132534.0,15660408.0,8.0,3.0,5.0,3.0,8.0,15.0,137.0,6.0,0.0,3704.0,29913897.0,367.0,0.0,31277982.0,5.0,34194144.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Standard
Kreijgerj,Gilbert,gilbertkreijgerj@gmail.com,696232167,ua183,439487,995-31-1523,6.0,43.0,4088138.0,33237817.0,9483308.0,8.0,10.0,33.0,5.0,15.0,16.0,1324.0,10.0,0.0,169351.0,3634811.0,68.0,0.0,9261805.0,5.0,39492703.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Standard
Noonanl,Laura,lauranoonanl@gmail.com,617819914,ua456,450825,995-31-9105,8.0,28.0,1502148.0,134479.0,38178078.0,6.0,5.0,15.0,4.0,54.0,9.0,975.0,10.0,0.0,127701.0,323232.0,192.0,0.0,9664953.0,1.0,2896514.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Good
Bulln,Alister,alisterbulln@gmail.com,671541874,ua182,741918,995-31-6954,7.0,15.0,435921.0,3776675.0,24369958.0,9.0,10.0,28.0,9.0,35.0,20.0,2528.0,12.0,0.0,279426.0,3532674.0,52.0,0.0,16138821.0,3.0,2425797.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Good
Silhav,Joe,joesilhav@gmail.com,652750746,ua411,820091,995-31-4462,6.0,49.0,2752502.0,22397517.0,0.0,6.0,6.0,6.0,0.0,24.0,19.0,1792.0,2.0,0.0,99912.0,3300466.0,282.0,0.0,7873752.0,5.0,39523764.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Standard
Barrw,Alistair,alistairbarrw@gmail.com,695978462,ua435,351814,995-31-4801,6.0,46.0,4207275.0,32630625.0,8708162.0,3.0,6.0,9.0,3.0,11.0,5.0,1297.0,2.0,0.0,68965.0,25578484.0,372.0,0.0,25546928.0,3.0,25375534.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Standard
Rothackern,Rick,rickrothackern@gmail.com,600053956,ua657,302193,995-31-4835,7.0,28.0,8380056.0,726938.0,11735086.0,3.0,3.0,5.0,2.0,5.0,11.0,1141.0,0.0,0.0,83669.0,3953155.0,248.0,0.0,34453995.0,2.0,5450472.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Standard
N.v,Sarah,sarahn.v@gmail.com,651188963,ua779,652154,995-31-3418,8.0,44.0,11400788.0,9685656.0,25301529.0,8.0,4.0,13.0,4.0,27.0,18.0,486.0,5.0,0.0,45754.0,31586979.0,243.0,0.0,87322485.0,1.0,13232552.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Standard
Aloisit,Silvia,silviaaloisit@gmail.com,668946911,ua138,114025,995-31-6382,2.0,35.0,1912926.0,1858105.0,0.0,4.0,3.0,11.0,0.0,22.0,11.0,-124.0,3.0,0.0,42166.0,34338524.0,186.0,0.0,426538.0,4.0,4031567.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Standard
McBrideg,Sarah,sarahmcbrideg@gmail.com,610193354,ua671,791390,995-31-7206,5.0,52.0,8460238.0,6800198.0,0.0,2.0,4.0,11.0,0.0,5.0,12.0,75.0,3.0,0.0,80602.0,35676773.0,385.0,0.0,30761456.0,1.0,6624053.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Standard
Kuehnenp,Eva,evakuehnenp@gmail.com,695350197,ua147,617342,995-31-1251,2.0,49.0,1117627.0,68035583.0,193833.0,7.0,3.0,20.0,4.0,5.0,15.0,648.0,4.0,0.0,3747.0,29663557.0,218.0,0.0,68982834.0,2.0,25966943.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Standard
Bosleyz,Catherine,catherinebosleyz@gmail.com,606672219,ua042,882488,995-31-8531,2.0,27.0,1030268.0,8754566.0,4141968.0,7.0,6.0,16.0,6.0,20.0,15.0,1175.0,4.0,0.0,25363.0,27339594.0,95.0,0.0,8292276.0,6.0,6183371.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Standard
Harrisonu,Natalie,natalieharrisonu@gmail.com,694135260,ua677,170573,995-31-8247,5.0,29.0,3489852.0,292321.0,9184865.0,3.0,5.0,15.0,6.0,16.0,16.0,1083.0,4.0,0.0,155271.0,34493443.0,176.0,0.0,17178331.0,6.0,28868903.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Standard
Vlastelicad,Ryan,ryanvlastelicad@gmail.com,605733340,ua911,707875,995-31-1858,2.0,43.0,1620025.0,15540209.0,30750519.0,0.0,7.0,11.0,3.0,6.0,1.0,109.0,0.0,0.0,56052.0,23455502.0,267.0,0.0,14499945.0,1.0,26965213.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Standard
Jeany,Ayla,aylajeany@gmail.com,667505975,ua009,281857,995-31-2163,4.0,20.0,1683268.0,15167234.0,10592722.0,5.0,4.0,11.0,1.0,6.0,4.0,821.0,4.0,0.0,51643.0,36381927.0,312.0,0.0,17587096.0,1.0,25520865.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Standard
Daviesq,Anjuli,anjulidaviesq@gmail.com,619676361,ua078,963094,995-31-6323,7.0,22.0,1244364.0,105207.0,16401408.0,5.0,5.0,7.0,2.0,9.0,9.0,282.0,1.0,0.0,52984.0,3085879.0,359.0,0.0,8839872.0,2.0,28406876.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Standard
Gebrekidank,Selam,selamgebrekidank@gmail.com,699320337,ua396,878089,995-31-8222,8.0,46.0,199566.0,161005.0,0.0,6.0,5.0,15.0,0.0,10.0,18.0,577.0,11.0,0.0,41574.0,35538372.0,316.0,0.0,16519734.0,1.0,28580765.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Standard
Selyukhd,Alina,alinaselyukhd@gmail.com,609709451,ua695,826103,995-31-7149,6.0,38.0,5060823.0,41323525.0,79838455.0,9.0,10.0,31.0,2.0,34.0,23.0,85.0,13.0,0.0,153986.0,24610537.0,85.0,0.0,18846388.0,2.0,42493292.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Standard
Browny,Nick,nickbrowny@gmail.com,628690778,ua162,129746,995-31-7443,3.0,28.0,448909.0,37159084.0,83723785.0,3.0,7.0,6.0,4.0,11.0,10.0,545.0,0.0,0.0,134765.0,2559367.0,229.0,0.0,3215706.0,4.0,25629645.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Good
Herbst-Baylissf,Svea,sveaherbst-baylissf@gmail.com,652989227,ua055,308247,995-31-3629,4.0,15.0,5788944.0,459212.0,22852852.0,10.0,10.0,22.0,6.0,28.0,25.0,778.0,10.0,0.0,125364.0,2584614.0,186.0,0.0,34348172.0,3.0,15720175.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Good
Shalal-Esav,Andrea,andreashalal-esav@gmail.com,604231962,ua740,310962,995-31-3648,7.0,22.0,16418948.0,13485457.0,72705864.0,5.0,3.0,9.0,1.0,12.0,12.0,1156.0,1.0,0.0,99317.0,3241762.0,321.0,0.0,2585854.0,5.0,12672544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Good
Ramakrishnanw,Sruthi,sruthiramakrishnanw@gmail.com,685722138,ua510,338117,995-31-6402,2.0,30.0,3157716.0,292443.0,4024902.0,10.0,6.0,15.0,2.0,24.0,21.0,1407.0,9.0,0.0,147079.0,31585781.0,224.0,0.0,18948894.0,1.0,35270505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Standard
Zakariav,Tabassum,tabassumzakariav@gmail.com,641725695,ua401,418907,995-31-2661,7.0,30.0,8091814.0,6444178.0,19275978.0,2.0,5.0,8.0,4.0,11.0,8.0,332.0,1.0,0.0,21605.0,35418736.0,379.0,0.0,5329152.0,2.0,19874283.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Standard
Baertleinn,Lisa,lisabaertleinn@gmail.com,698606102,ua648,861896,995-31-9039,1.0,19.0,2100162.0,1452135.0,7279111.0,7.0,6.0,18.0,5.0,27.0,16.0,961.0,6.0,0.0,137156.0,30724525.0,238.0,0.0,54691517.0,1.0,29773087.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Standard
Thomast,Denny,dennythomast@gmail.com,636428812,ua820,773062,995-31-8379,6.0,44.0,3889992.0,345966.0,10404911.0,3.0,2.0,1.0,4.0,16.0,6.0,154.0,4.0,0.0,146016.0,25353586.0,307.0,0.0,7103477.0,5.0,4208821.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Standard
Franciscou,Rosemarie,rosemariefranciscou@gmail.com,669598914,ua069,303388,995-31-6506,5.0,21.0,4959642.0,4334035.0,19383867.0,6.0,9.0,24.0,7.0,21.0,20.0,2237.0,9.0,0.0,325422.0,22703598.0,99.0,0.0,10048952.0,6.0,37907532.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Standard
Winfreyo,Michael,michaelwinfreyo@gmail.com,636615018,ua227,861295,995-31-1837,8.0,36.0,17604074.0,12360062.0,37543835.0,7.0,7.0,13.0,3.0,6.0,15.0,41.0,5.0,0.0,35362.0,31288216.0,305.0,0.0,15683511.0,1.0,21922168.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Standard
Masond,Josephine,josephinemasond@gmail.com,634867350,ua524,393725,995-31-4174,7.0,31.0,1683882.0,1398235.0,12611418.0,10.0,8.0,19.0,9.0,15.0,22.0,1802.0,10.0,0.0,43473.0,37167255.0,13.0,0.0,8162265.0,1.0,22208667.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Standard
Subhedarh,Vikram,vikramsubhedarh@gmail.com,686859359,ua179,432487,995-31-4322,3.0,36.0,1669808.0,14385067.0,4935562.0,8.0,6.0,25.0,6.0,27.0,21.0,841.0,12.0,0.0,138271.0,33665012.0,151.0,0.0,16894907.0,1.0,21554597.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Standard
Preziosoh,Jeanine,jeaninepreziosoh@gmail.com,602977383,ua128,278300,995-31-7087,7.0,33.0,14446936.0,11835113.0,9504861.0,1.0,5.0,5.0,1.0,19.0,2.0,352.0,4.0,0.0,36173.0,41182938.0,395.0,0.0,6651147.0,5.0,8596317.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Standard
